"id","profileName","text","date","title","rating","images","helpful","Style","Size","Color"
"R19BT65E9XXCDB","Perla villa","
  Good watch working like it’s suppose too I can’t complain
","Reviewed in the United States on December 22, 2021","Love my watch!",5,"",1,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R35A4AO5I51L16","Nick Napolitano","
  Charges fast-lots of health readings- recommended by my cardiologist
","Reviewed in the United States on January 15, 2022","Easy to set up/charges fast",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3DEPRH3CNY2XX","Alvin Rowsell","
  It’s a very nice looking watch that is so easy to use. Going for a walk, run or bike ride? It’s easy to start recording the event. Battery life is about the biggest downfall. It definitely has to be charged every day.
","Reviewed in the United States on January 18, 2022","Easy to use",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R3B9V5VPCHVZ6B","Nayara","
  I was researching Apple Watches and honestly I found 4 5 and 6 for almost the same price as this!! It’s a great deal 😊
","Reviewed in the United States on December 8, 2021","Great Deal",5,"https://m.media-amazon.com/images/I/61g29mAnJ6L.jpg",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3NWSNIUXGGBXN","Maridolie29","
  I liked that i can track my o2 level and sleep.
","Reviewed in the United States on January 22, 2022","Fits well and new colors",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R15WHZD7PX9AVK","Jim Larkins","
  Pleased with purchase! Got a great price on it. So far it works like a charm.
","Reviewed in the United States on January 15, 2022","Apple Watch 7",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3QXX2HOF6IRY9","Raj@35900","
  All is well, happy 😊
","Reviewed in the United States on January 11, 2022","It’s Apple Watch, no question about it",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RAX1TRRYIGOCK","Ann patterson","
  Personal
","Reviewed in the United States on January 29, 2022","It is everything I expected .",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2J894F5QVQJG1","NAPNAP","
  When this color was sold out everywhere, I was able to purchase it on Amazon and have it delivered within two days. Amazing.
","Reviewed in the United States on December 10, 2021","The upgrade I needed.",5,"",0,"GPS + Cellular","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RSGQXDTQSY00E","Adrian ibarra loredo","
  Mi esposa esta encantada con el muy funcinal
","Reviewed in the United States on March 2, 2022","Muy bonito",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R13NTG8KC9W48B","Jeffery McCanless","
  I love it! Best decision I’ve ever made!
","Reviewed in the United States on January 30, 2022","So convenient for me. Easy to use",5,"",1,"GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R3AU36XRJZUMCF","Jose Arnoldo Pena Hernandez","
   I like all future of this Apple Watch
","Reviewed in the United States on January 23, 2022","The battery is durable but it could be more effective 😍",5,"https://m.media-amazon.com/images/I/71W517woUKL.jpg",1,"GPS + Cellular","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R16RD3LODA5C2U","Judy","
  Love the neutral band — looks dressy and more professional or appropriate for a wedding!!
","Reviewed in the United States on January 18, 2022","Love it!",5,"https://m.media-amazon.com/images/I/61GiWnHrHAL.jpg
https://m.media-amazon.com/images/I/61uHUnqMt6L.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RIWIGNOJ5L16U","Roger Meyer","
  My wife loves it ! So I’m happy !!!
","Reviewed in the United States on February 21, 2022","She loves it !!",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R770J6LQ4HMD3","Darwate","
  Works and my wife loves it what more can I say i have no issues with the size or response time.
","Reviewed in the United States on January 4, 2022","Works as intended",5,"",1,"GPS + Cellular","41mm","Green Aluminum Case with Clover Sport Band"
"R3CO4OTVIA9IKY","mike","
  Fantastic
","Reviewed in the United States on January 17, 2022","Watch",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1S7275EWFEUMZ","Carl","
  Very awesome watch.
","Reviewed in the United States on March 4, 2022","Awesome",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RZXJ6W2T7W8RS","navya","
  Items went missing and very disappointed with this.
","Reviewed in the United States on March 14, 2022","Parts of the item went missing",1,"https://m.media-amazon.com/images/I/61TlibS1STL.jpg
https://m.media-amazon.com/images/I/71XchJM1IuL.jpg",1,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R1JUI6C7UG8DI2","Elicia","
  very dissapointed. i took the watch out the box and set it up the battery died and when i put it to charge it never charged so either the battery or the charger not working. after i spent so much money on it .
","Reviewed in the United States on January 12, 2022","very dissapointed.",1,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3RBE7H5889XY4","jose delgado","
  Todo bien
","Reviewed in the United States on January 11, 2022","Excelente",5,"",0,"GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R2S1Q2SDEDY2YB","Lucy","
  Arrive in time and setup easy. The only issue is the power c charger. You need to buy it separately
","Reviewed in the United States on January 13, 2022","Like it",5,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R11KQ2Y3MO91GS","Runako Drayton","
  Apple watch series 7 is a great purchase. Easy to use and sync and has a wide variety of features.
","Reviewed in the United States on January 4, 2022","Great product",5,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R2TNMM6HR456T8","Livia Canals","
  Battery is not as should be, my other one could last 2 days this one lasts 1 but ok, I charge every night anyways. Sometimes it zooms them self or the touchscreen doesn’t work 🤷🏻‍♀️ But most of the time is fine
","Reviewed in the United States on February 2, 2022","Weird but ok",3,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R32B87OC4RM26S","Brenen Gibbs","
  So happy about this color
","Reviewed in the United States on January 6, 2022","BEAUTIFUL",5,"",1,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R3D4HM55AGQA9D","nsmith","
  That’s Some Pig
","Reviewed in the United States on December 18, 2021","Yum",5,"",1,"GPS + Cellular","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RKU4KD4VMKXYT","Y.C.","
  Ordered on 1/21, shown to be delivered on 1/27. However, it was not shipped until 1/26. This confused me. It was delivered on time, though. Apple products are always great as I like.
","Reviewed in the United States on January 29, 2022","Great!",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R8WTGSTRVQLTY","Lu Meifeng","
  I originally used AW4, upgrade to AW7, I think the change is too much！
","Reviewed in the United States on December 11, 2021","Fantastic products！",5,"",1,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R20UR058RITQYC","LucyL","
  Sleep tracking isn’t very accurate. Aside from that and the battery life I love everything else about it!
","Reviewed in the United States on March 1, 2022","Love it so far!!",5,"https://m.media-amazon.com/images/I/71UueIWawfL.jpg",0,"GPS + Cellular","41mm","Silver Stainless Steel Case with light Sport Band"
"RQ6WQOTRU3C21","Critty","
  I have to get freaking adapter to charge the damn thing cause the end-o on the charger thing is not a USB
","Reviewed in the United States on January 9, 2022","How the hell do they sell ya something with a charger that doesn’t plug into a regular USB?",4,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3O99RYMDYB2A1","Tyler Brown","
  Way behind in technology, Doesn’t support message deletion syncing which is an expectation among most techie people, apple competitors have been doing this basic function with wearables since day one.
","Reviewed in the United States on March 14, 2022","Doesn’t support message delete sync",3,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1YNYEH8RKG3UD","Jenny Reyes","
  Uuuh received my package and opened and both boxes- the watch and band were completely empty!!!!Be aware!
","Reviewed in the United States on January 26, 2022","Received an empty box!!!",1,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R1PKX92SM3KR28","Amazon Customer","
   I orderd new apples series 7 but when received the package i could not turn it on and it is could not received charging power. What i should do?
","Reviewed in the United States on February 13, 2022","Could not Turn it on and no received charging power",1,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R2YIY9HKWPHDRU","KD","
  Battery last for about a day as opposed to the Fitbit Iconic which lasts for 3 days
","Reviewed in the United States on February 8, 2022","Battery life is unacceptable",3,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R1E9KJBYXZF4S","harold","
  Compressive and functional. However there is no free app coming with the apple watch monitoring the sleepingquality, e.g. time of deep sleep. The builtin sleep app is merely a time scheduler.
","Reviewed in the United States on December 2, 2021","Worth the money",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3AUEL7248WC3L","Jesmaine","
  Love everything about the watch. I hate it didn’t come with a wall plug because it uses a type C end.
","Reviewed in the United States on February 27, 2022","Everything is perfect.",5,"https://m.media-amazon.com/images/I/61IBSka7PtL.jpg",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3LEJOUGFUNSMX","Feng","
  the watch was fine buy it was delayed on delivery.
","Reviewed in the United States on February 9, 2022","Delay delivery",4,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RCTYRP72TTOMN","V.S.","
  I love it
","Reviewed in the United States on January 13, 2022","I love it.",5,"",1,"GPS + Cellular","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2HSQMB9B66T50","Arlene","
  All of the products are great and in good condition. I have no problem with the way the products were delivered. At this time, I have no concerns or complaints. I would recommend the items I have purchased.
","Reviewed in the United States on February 1, 2022","Quality and good directions for electronic items.",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1KSC7RZ5MQGHN","Laith Qasim","
  Absolutely no complaints. Got the watch it’s been amazing. Can’t imagine my routine without it. After only about a week couldn’t imagine not having it.
","Reviewed in the United States on March 15, 2022","Great Watch",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3TVDJFJYJRR3F","Andrew G.","
  Wasn’t as great as I hoped, but it’s ok. Wanted it for mostly for sleep tracking and exercise, not as accurate as I hoped. Gets some of my swim strokes correct.
","Reviewed in the United States on February 4, 2022","It’s ok, hate that it has to be charged everyday.",3,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"RBZXWWWZETDY0","Lynn M. Miller","
  Great watch still learning all it can do
","Reviewed in the United States on December 30, 2021","Great watch",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RYWP61WO86E56","Richi","
  Todo funciona como lo esperaba
","Reviewed in the United States on February 10, 2022","Excelente y útil",5,"",0,"GPS","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R3JUTQ0RTS419L","Camethia West","
  Purchased this watch for my mother, and to say it was a great purchase is an understatement. I am 1000% pleased with my purchase. The watch came in original packaging and arrived really quick.
","Reviewed in the United States on March 15, 2022","GREATTTTT PURCHASE",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1QHSAYHK3X7FG","Tasha","
   I really like this watch. I just received it but I really love the health features on it.
","Reviewed in the United States on February 28, 2022","Apple IPhone watch 7 series",5,"",0,"GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"REXEU3XH3IEUW","Bridgew","
  The only thing is I receive a lot of emails so the battery doesn’t last more than 24 hours. Other than that I love it.
","Reviewed in the United States on January 16, 2022","Love it!",5,"",0,"GPS + Cellular","41mm","Graphite Stainless Steel Case w Abyss Blue Band"
"R1ZD9UEAYWARFQ","Gustavo E.","
  Me encantó. Ya tenia un serie 5 y lo renové por las nuevas mejoras
","Reviewed in the United States on November 29, 2021","Excelente reloj como siempre",5,"",1,"GPS + Cellular","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R37X90V693Z9T0","LPLITTLECREATIONS","
  Bought this for my Son on Christmas and love it! Came next day for me. New recommend it A+++
","Reviewed in the United States on January 30, 2022","Recommend it!!",5,"",0,"GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R1JB50EEW6LLUP","Christopher Leuz","
  I returned with item because it was a duplicate send to me.
","Reviewed in the United States on March 6, 2022","As advertized",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R32ZJV20BTVG1J","Patrick L.","
  Came in original packaging and was exactly as described. Was easy to setup and got it connected with my Verizon account and it looks good and works as intended.
","Reviewed in the United States on November 4, 2021","Exactly as described!",5,"",0,"GPS + Cellular","45mm","Midnight Aluminum Case with Midnight Sport Band"
